lessonId,title,displayedFormula,sourceWithinApplication,enginePreset,exampleInputs,expectedOutputs,reviewStatus
568,Degree of a Vertex,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.degree,primary-control,discrete-result,needs-review
568,Degree of a Vertex,|P(S)|=2^{|S|},core lesson content formula card,discrete.degree,primary-control,discrete-result,needs-review
569,Paths and Cycles,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.paths-cycles,primary-control,discrete-result,needs-review
569,Paths and Cycles,|P(S)|=2^{|S|},core lesson content formula card,discrete.paths-cycles,primary-control,discrete-result,needs-review
570,Connected Components,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.components,primary-control,discrete-result,needs-review
570,Connected Components,|P(S)|=2^{|S|},core lesson content formula card,discrete.components,primary-control,discrete-result,needs-review
571,Euler Paths and Circuits,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.euler,primary-control,discrete-result,needs-review
571,Euler Paths and Circuits,|P(S)|=2^{|S|},core lesson content formula card,discrete.euler,primary-control,discrete-result,needs-review
572,Hamiltonian Paths and Cycles,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.hamiltonian,primary-control,discrete-result,needs-review
572,Hamiltonian Paths and Cycles,|P(S)|=2^{|S|},core lesson content formula card,discrete.hamiltonian,primary-control,discrete-result,needs-review
573,Trees,edges = vertices - 1,core lesson content formula card,discrete.tree,primary-control,discrete-result,needs-review
573,Trees,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.tree,primary-control,discrete-result,needs-review
574,Minimum Spanning Tree,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.mst,primary-control,discrete-result,needs-review
574,Minimum Spanning Tree,|P(S)|=2^{|S|},core lesson content formula card,discrete.mst,primary-control,discrete-result,needs-review
575,Shortest Path,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.shortest-path,primary-control,discrete-result,needs-review
575,Shortest Path,|P(S)|=2^{|S|},core lesson content formula card,discrete.shortest-path,primary-control,discrete-result,needs-review
576,Graph Colouring,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.graph-colouring,graph-colour-vertex,colour-conflicts|colour-count|valid-colouring,needs-review
576,Graph Colouring,|P(S)|=2^{|S|},core lesson content formula card,discrete.graph-colouring,graph-colour-vertex,colour-conflicts|colour-count|valid-colouring,needs-review
577,Bipartite Graphs,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.bipartite,primary-control,discrete-result,needs-review
577,Bipartite Graphs,|P(S)|=2^{|S|},core lesson content formula card,discrete.bipartite,primary-control,discrete-result,needs-review
578,Planar Graphs,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.planar,primary-control,discrete-result,needs-review
578,Planar Graphs,|P(S)|=2^{|S|},core lesson content formula card,discrete.planar,primary-control,discrete-result,needs-review
579,Network Flow,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.flow,primary-control,discrete-result,needs-review
579,Network Flow,|P(S)|=2^{|S|},core lesson content formula card,discrete.flow,primary-control,discrete-result,needs-review
580,Travelling Salesperson,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.tsp,primary-control,discrete-result,needs-review
580,Travelling Salesperson,|P(S)|=2^{|S|},core lesson content formula card,discrete.tsp,primary-control,discrete-result,needs-review
581,Adjacency Matrix,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.adjacency,primary-control,discrete-result,needs-review
581,Adjacency Matrix,|P(S)|=2^{|S|},core lesson content formula card,discrete.adjacency,primary-control,discrete-result,needs-review
582,Set Builder,|A\cup B|=|A|+|B|-|A\cap B|,core lesson content formula card,discrete.set-builder,set-rule|set-membership,computed-set|membership-result,needs-review
582,Set Builder,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.set-builder,set-rule|set-membership,computed-set|membership-result,needs-review
582,Set Builder,|P(S)|=2^{|S|},core lesson content formula card,discrete.set-builder,set-rule|set-membership,computed-set|membership-result,needs-review
583,"Union, Intersection and Difference",\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.set-operations,set-operation,set-result|set-cardinality,needs-review
583,"Union, Intersection and Difference",|P(S)|=2^{|S|},core lesson content formula card,discrete.set-operations,set-operation,set-result|set-cardinality,needs-review
584,Complement,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.complement,primary-control,discrete-result,needs-review
584,Complement,|P(S)|=2^{|S|},core lesson content formula card,discrete.complement,primary-control,discrete-result,needs-review
585,Cartesian Product,|A x B| = |A||B|,core lesson content formula card,discrete.cartesian-product,primary-control,discrete-result,needs-review
585,Cartesian Product,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.cartesian-product,primary-control,discrete-result,needs-review
586,Subsets and Power Sets,|A\cup B|=|A|+|B|-|A\cap B|,core lesson content formula card,discrete.power-set,power-source|power-candidate,power-set|power-cardinality|subset-status,needs-review
586,Subsets and Power Sets,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.power-set,power-source|power-candidate,power-set|power-cardinality|subset-status,needs-review
586,Subsets and Power Sets,|P(S)|=2^{|S|},core lesson content formula card,discrete.power-set,power-source|power-candidate,power-set|power-cardinality|subset-status,needs-review
587,Truth Tables,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.truth-table,truth-expression|truth-row,truth-table|truth-classification,needs-review
587,Truth Tables,|P(S)|=2^{|S|},core lesson content formula card,discrete.truth-table,truth-expression|truth-row,truth-table|truth-classification,needs-review
588,Logical Connectives,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.logical-connectives,connective-values|connective-kind,connective-result|connective-row,needs-review
588,Logical Connectives,|P(S)|=2^{|S|},core lesson content formula card,discrete.logical-connectives,connective-values|connective-kind,connective-result|connective-row,needs-review
589,Quantifiers,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.quantifiers,quantifier-domain|quantifier-kind,quantifier-evaluation|quantifier-evidence,needs-review
589,Quantifiers,|P(S)|=2^{|S|},core lesson content formula card,discrete.quantifiers,quantifier-domain|quantifier-kind,quantifier-evaluation|quantifier-evidence,needs-review
590,Proof Methods,P => Q is equivalent to not Q => not P,core lesson content formula card,discrete.proof,primary-control,discrete-result,needs-review
590,Proof Methods,\binom{n}{r}=\frac{n!}{r!(n-r)!},core lesson content formula card,discrete.proof,primary-control,discrete-result,needs-review
591,Simple Interest,A=P(1+r)^t,core lesson content formula card,finance.simple-interest,simple-interest-assumptions,simple-interest|simple-amount|simple-table|simple-graph,needs-review
591,Simple Interest,I=Prt,core lesson content formula card,finance.simple-interest,simple-interest-assumptions,simple-interest|simple-amount|simple-table|simple-graph,needs-review
591,Simple Interest,A=P+I=P(1+rt),core lesson content formula card,finance.simple-interest,simple-interest-assumptions,simple-interest|simple-amount|simple-table|simple-graph,needs-review
592,Compound Interest,A = P(1+r/n)^(nt),core lesson content formula card,finance.compound-interest,primary-control,finance-result,needs-review
592,Compound Interest,I=Prt,core lesson content formula card,finance.compound-interest,primary-control,finance-result,needs-review
593,Effective Interest Rate,EAR = (1+j/m)^m - 1,core lesson content formula card,finance.effective-rate,primary-control,finance-result,needs-review
593,Effective Interest Rate,I=Prt,core lesson content formula card,finance.effective-rate,primary-control,finance-result,needs-review
594,Present Value,PV = FV/(1+r)^t,core lesson content formula card,finance.present-value,primary-control,finance-result,needs-review
594,Present Value,I=Prt,core lesson content formula card,finance.present-value,primary-control,finance-result,needs-review
595,Future Value,FV = PV(1+r)^t,core lesson content formula card,finance.future-value,primary-control,finance-result,needs-review
595,Future Value,I=Prt,core lesson content formula card,finance.future-value,primary-control,finance-result,needs-review
596,Annuities,FV = PMT((1+r)^n-1)/r,core lesson content formula card,finance.annuity,primary-control,finance-result,needs-review
596,Annuities,I=Prt,core lesson content formula card,finance.annuity,primary-control,finance-result,needs-review
597,Loans and EMIs,EMI = P r(1+r)^n / ((1+r)^n - 1),core lesson content formula card,finance.loan-emi,primary-control,finance-result,needs-review
597,Loans and EMIs,I=Prt,core lesson content formula card,finance.loan-emi,primary-control,finance-result,needs-review
598,Amortisation Table,closing = opening + interest - payment,core lesson content formula card,finance.amortisation,primary-control,finance-result,needs-review
598,Amortisation Table,I=Prt,core lesson content formula card,finance.amortisation,primary-control,finance-result,needs-review
599,Depreciation,V = P(1-r)^t,core lesson content formula card,finance.depreciation,primary-control,finance-result,needs-review
599,Depreciation,I=Prt,core lesson content formula card,finance.depreciation,primary-control,finance-result,needs-review
600,Inflation,future price = current price(1+i)^t,core lesson content formula card,finance.inflation,primary-control,finance-result,needs-review
600,Inflation,I=Prt,core lesson content formula card,finance.inflation,primary-control,finance-result,needs-review
601,Currency Conversion,target = source x rate,core lesson content formula card,finance.currency,primary-control,finance-result,needs-review
601,Currency Conversion,I=Prt,core lesson content formula card,finance.currency,primary-control,finance-result,needs-review
602,"Profit, Loss, Markup and Margin",profit = selling price - cost,core lesson content formula card,finance.profit-margin,primary-control,finance-result,needs-review
602,"Profit, Loss, Markup and Margin",I=Prt,core lesson content formula card,finance.profit-margin,primary-control,finance-result,needs-review
603,Break-Even Analysis,q = fixed cost/(price - variable cost),core lesson content formula card,finance.break-even,primary-control,finance-result,needs-review
603,Break-Even Analysis,I=Prt,core lesson content formula card,finance.break-even,primary-control,finance-result,needs-review
604,Tax and Discounts,final = marked(1-d)(1+t),core lesson content formula card,finance.tax-discount,primary-control,finance-result,needs-review
604,Tax and Discounts,I=Prt,core lesson content formula card,finance.tax-discount,primary-control,finance-result,needs-review
605,Investment Comparison,advantage = value A - value B,core lesson content formula card,finance.investment-comparison,primary-control,finance-result,needs-review
605,Investment Comparison,I=Prt,core lesson content formula card,finance.investment-comparison,primary-control,finance-result,needs-review
606,Model Builder,output = start + change x time,core lesson content formula card,finance.model-builder,primary-control,finance-result,needs-review
606,Model Builder,I=Prt,core lesson content formula card,finance.model-builder,primary-control,finance-result,needs-review
607,Linear Models,y = mx + b,core lesson content formula card,finance.linear,primary-control,finance-result,needs-review
607,Linear Models,I=Prt,core lesson content formula card,finance.linear,primary-control,finance-result,needs-review
608,Quadratic Models,y = ax^2 + bx + c,core lesson content formula card,finance.quadratic,primary-control,finance-result,needs-review
608,Quadratic Models,I=Prt,core lesson content formula card,finance.quadratic,primary-control,finance-result,needs-review
609,Exponential and Logistic Models,y = a(1+r)^t,core lesson content formula card,finance.exponential-logistic,primary-control,finance-result,needs-review
609,Exponential and Logistic Models,I=Prt,core lesson content formula card,finance.exponential-logistic,primary-control,finance-result,needs-review
610,Periodic Models,y = midline + amplitude sin(2pi t/period),core lesson content formula card,finance.periodic,primary-control,finance-result,needs-review
